,order_id,customer_id,product_id,quantity,order_date,price,Total,year
61,O00062,C0272,P095,1,2022-01-04,23.02,23.02,2022
62,O00063,C0284,P056,5,2022-01-28,795.06,3975.2999999999997,2022
63,O00064,C0248,P066,2,2022-01-25,572.04,1144.08,2022
64,O00065,C0355,P075,2,2022-01-29,798.31,1596.62,2022
65,O00066,C0375,P017,1,2022-01-02,831.47,831.47,2022
66,O00067,C0199,P085,5,2022-01-01,185.69,928.45,2022
67,O00068,C0311,P042,5,2022-01-28,304.87,1524.35,2022
68,O00069,C0452,P050,4,2022-01-05,626.12,2504.48,2022
69,O00070,C0312,P089,2,2022-01-22,464.7,929.4,2022
70,O00071,C0141,P051,3,2022-01-21,121.31,363.93,2022
71,O00072,C0497,P038,4,2022-01-06,817.52,3270.08,2022
72,O00073,C0413,P018,2,2022-01-11,965.2,1930.4,2022
73,O00074,C0212,P078,5,2022-01-12,723.64,3618.2,2022
74,O00075,C0154,P090,5,2022-01-29,947.55,4737.75,2022
75,O00076,C0441,P041,5,2022-01-15,465.37,2326.85,2022
76,O00077,C0324,P028,2,2022-01-31,796.29,1592.58,2022
77,O00078,C0108,P080,3,2022-01-20,642.94,1928.8200000000002,2022
78,O00079,C0352,P045,2,2022-01-09,236.05,472.1,2022
79,O00080,C0364,P084,2,2022-01-29,348.97,697.94,2022
80,O00081,C0258,P070,3,2022-01-24,822.15,2466.45,2022
81,O00082,C0364,P015,3,2022-01-03,352.12,1056.3600000000001,2022
82,O00083,C0288,P062,5,2022-01-12,315.16,1575.8000000000002,2022
83,O00084,C0293,P086,4,2022-01-27,908.91,3635.64,2022
84,O00085,C0346,P096,5,2022-01-11,872.76,4363.8,2022
85,O00086,C0147,P055,1,2022-01-06,143.58,143.58,2022
86,O00087,C0268,P014,1,2022-01-04,414.78,414.78,2022
87,O00088,C0196,P019,1,2022-01-13,128.68,128.68,2022
88,O00089,C0344,P008,2,2022-01-13,810.83,1621.66,2022
89,O00090,C0137,P097,2,2022-01-31,932.46,1864.92,2022
90,O00091,C0147,P088,3,2022-01-15,403.85,1211.5500000000002,2022
91,O00092,C0075,P008,3,2022-01-09,810.83,2432.4900000000002,2022
92,O00093,C0105,P097,5,2022-01-27,932.46,4662.3,2022
93,O00094,C0017,P046,4,2022-01-13,900.08,3600.32,2022
94,O00095,C0053,P079,5,2022-01-23,721.44,3607.2000000000003,2022
95,O00096,C0443,P029,5,2022-01-28,205.62,1028.1,2022
96,O00097,C0200,P031,5,2022-01-16,168.44,842.2,2022
97,O00098,C0402,P090,3,2022-01-26,947.55,2842.6499999999996,2022
98,O00099,C0355,P086,1,2022-01-14,908.91,908.91,2022
99,O00100,C0184,P010,3,2022-02-13,683.1,2049.3,2022
100,O00101,C0270,P029,2,2022-02-14,205.62,411.24,2022
101,O00102,C0267,P009,5,2022-02-26,258.37,1291.85,2022
102,O00103,C0082,P054,5,2022-02-22,338.23,1691.15,2022
103,O00104,C0275,P052,1,2022-02-11,940.13,940.13,2022
104,O00105,C0179,P029,2,2022-02-18,205.62,411.24,2022
105,O00106,C0340,P043,3,2022-02-02,748.87,2246.61,2022
106,O00107,C0185,P038,2,2022-02-01,817.52,1635.04,2022
107,O00108,C0487,P097,5,2022-02-24,932.46,4662.3,2022
108,O00109,C0272,P061,5,2022-02-09,155.92,779.5999999999999,2022
109,O00110,C0422,P097,1,2022-02-07,932.46,932.46,2022
110,O00111,C0059,P086,3,2022-02-20,908.91,2726.73,2022
111,O00112,C0229,P031,5,2022-02-28,168.44,842.2,2022
112,O00113,C0471,P080,2,2022-02-25,642.94,1285.88,2022
113,O00114,C0491,P006,3,2022-02-28,990.01,2970.0299999999997,2022
114,O00115,C0196,P015,4,2022-02-28,352.12,1408.48,2022
115,O00116,C0132,P070,3,2022-02-15,822.15,2466.45,2022
116,O00117,C0013,P067,3,2022-02-27,763.65,2290.95,2022
117,O00118,C0264,P066,4,2022-02-08,572.04,2288.16,2022
118,O00119,C0250,P006,3,2022-02-21,990.01,2970.0299999999997,2022
119,O00120,C0460,P084,2,2022-02-23,348.97,697.94,2022
120,O00121,C0165,P066,1,2022-02-23,572.04,572.04,2022
121,O00122,C0486,P013,2,2022-02-21,474.22,948.44,2022
122,O00123,C0498,P099,5,2022-02-12,698.17,3490.85,2022
123,O00124,C0274,P001,1,2022-02-25,534.93,534.93,2022
124,O00125,C0108,P086,2,2022-02-19,908.91,1817.82,2022
125,O00126,C0443,P088,4,2022-02-18,403.85,1615.4,2022
126,O00127,C0428,P014,2,2022-02-24,414.78,829.56,2022
127,O00128,C0276,P090,4,2022-02-20,947.55,3790.2,2022
128,O00129,C0332,P010,2,2022-02-07,683.1,1366.2,2022
129,O00130,C0013,P059,3,2022-02-25,894.42,2683.2599999999998,2022
130,O00131,C0020,P012,1,2022-02-24,597.66,597.66,2022
131,O00132,C0028,P023,3,2022-02-07,71.16,213.48,2022
132,O00133,C0286,P010,5,2022-02-10,683.1,3415.5,2022
133,O00134,C0421,P030,3,2022-02-15,167.84,503.52,2022
134,O00135,C0209,P050,4,2022-02-06,626.12,2504.48,2022
135,O00136,C0323,P052,4,2022-02-22,940.13,3760.52,2022
136,O00137,C0162,P003,4,2022-02-03,339.92,1359.68,2022
137,O00138,C0345,P016,5,2022-02-06,929.88,4649.4,2022
138,O00139,C0004,P083,5,2022-02-06,255.54,1277.7,2022
139,O00140,C0033,P097,5,2022-02-24,932.46,4662.3,2022
140,O00141,C0024,P090,1,2022-02-17,947.55,947.55,2022
141,O00142,C0184,P065,1,2022-02-04,38.36,38.36,2022
142,O00143,C0149,P088,3,2022-02-13,403.85,1211.5500000000002,2022
143,O00144,C0311,P012,3,2022-02-02,597.66,1792.98,2022
144,O00145,C0392,P057,4,2022-02-14,621.97,2487.88,2022
145,O00146,C0203,P085,1,2022-02-09,185.69,185.69,2022
146,O00147,C0243,P021,5,2022-02-18,938.65,4693.25,2022
147,O00148,C0113,P018,4,2022-02-09,965.2,3860.8,2022
148,O00149,C0408,P070,3,2022-02-05,822.15,2466.45,2022
149,O00150,C0492,P082,2,2022-02-06,545.01,1090.02,2022
150,O00151,C0153,P087,3,2022-02-19,585.47,1756.41,2022
151,O00152,C0491,P002,5,2022-02-28,56.56,282.8,2022
152,O00153,C0448,P072,2,2022-02-09,847.22,1694.44,2022
153,O00154,C0064,P006,1,2022-02-01,990.01,990.01,2022
154,O00155,C0294,P077,4,2022-02-11,233.11,932.44,2022
155,O00156,C0276,P071,1,2022-02-15,115.08,115.08,2022
156,O00157,C0157,P027,3,2022-02-23,144.07,432.21,2022
157,O00158,C0109,P053,5,2022-02-05,629.57,3147.8500000000004,2022
158,O00159,C0073,P021,2,2022-02-02,938.65,1877.3,2022
159,O00160,C0114,P079,3,2022-02-05,721.44,2164.32,2022
160,O00161,C0100,P015,2,2022-02-11,352.12,704.24,2022
161,O00162,C0344,P073,1,2022-02-20,131.85,131.85,2022
162,O00163,C0436,P097,5,2022-02-02,932.46,4662.3,2022
163,O00164,C0237,P083,5,2022-02-25,255.54,1277.7,2022
164,O00165,C0038,P038,1,2022-02-21,817.52,817.52,2022
165,O00166,C0129,P013,2,2022-02-20,474.22,948.44,2022
166,O00167,C0372,P075,4,2022-02-27,798.31,3193.24,2022
167,O00168,C0488,P043,3,2022-02-22,748.87,2246.61,2022
168,O00169,C0066,P086,2,2022-02-10,908.91,1817.82,2022
169,O00170,C0052,P037,5,2022-02-16,395.48,1977.4,2022
170,O00171,C0036,P025,3,2022-02-26,576.6,1729.8000000000002,2022
171,O00172,C0249,P058,3,2022-02-19,535.79,1607.37,2022
172,O00173,C0316,P085,3,2022-02-18,185.69,557.0699999999999,2022
173,O00174,C0187,P065,1,2022-03-19,38.36,38.36,2022
174,O00175,C0340,P031,5,2022-03-05,168.44,842.2,2022
175,O00176,C0351,P022,5,2022-03-19,185.33,926.6500000000001,2022
176,O00177,C0072,P058,2,2022-03-19,535.79,1071.58,2022
177,O00178,C0092,P073,5,2022-03-12,131.85,659.25,2022
178,O00179,C0338,P019,4,2022-03-26,128.68,514.72,2022
179,O00180,C0481,P046,1,2022-03-11,900.08,900.08,2022
180,O00181,C0113,P098,4,2022-03-31,567.31,2269.24,2022
181,O00182,C0119,P009,3,2022-03-14,258.37,775.11,2022
182,O00183,C0190,P030,1,2022-03-06,167.84,167.84,2022
183,O00184,C0343,P027,5,2022-03-01,144.07,720.3499999999999,2022
184,O00185,C0465,P047,4,2022-03-11,386.97,1547.88,2022
185,O00186,C0241,P059,1,2022-03-08,894.42,894.42,2022
186,O00187,C0021,P084,3,2022-03-26,348.97,1046.91,2022
187,O00188,C0053,P091,5,2022-03-08,157.58,787.9000000000001,2022
188,O00189,C0325,P036,3,2022-03-23,877.81,2633.43,2022
189,O00190,C0297,P070,5,2022-03-24,822.15,4110.75,2022
190,O00191,C0090,P049,4,2022-03-21,906.94,3627.76,2022
191,O00192,C0188,P076,1,2022-03-14,154.17,154.17,2022
192,O00193,C0265,P033,4,2022-03-09,666.87,2667.48,2022
193,O00194,C0499,P029,5,2022-03-27,205.62,1028.1,2022
194,O00195,C0208,P046,3,2022-03-12,900.08,2700.2400000000002,2022
195,O00196,C0250,P062,5,2022-03-05,315.16,1575.8000000000002,2022
196,O00197,C0004,P065,2,2022-03-22,38.36,76.72,2022
197,O00198,C0226,P022,2,2022-03-24,185.33,370.66,2022
198,O00199,C0040,P066,3,2022-03-11,572.04,1716.12,2022
199,O00200,C0109,P020,2,2022-03-29,732.21,1464.42,2022
200,O00201,C0081,P047,5,2022-03-16,386.97,1934.8500000000001,2022
201,O00202,C0368,P016,2,2022-03-15,929.88,1859.76,2022
202,O00203,C0213,P043,1,2022-03-15,748.87,748.87,2022
203,O00204,C0247,P087,4,2022-03-12,585.47,2341.88,2022
204,O00205,C0246,P027,5,2022-03-25,144.07,720.3499999999999,2022
205,O00206,C0083,P083,4,2022-03-10,255.54,1022.16,2022
206,O00207,C0012,P032,1,2022-03-16,815.5,815.5,2022
207,O00208,C0066,P074,5,2022-03-18,400.3,2001.5,2022
208,O00209,C0083,P018,5,2022-03-04,965.2,4826.0,2022
209,O00210,C0021,P074,2,2022-03-06,400.3,800.6,2022
210,O00211,C0029,P022,3,2022-03-21,185.33,555.99,2022
211,O00212,C0473,P024,5,2022-03-20,742.42,3712.1,2022
212,O00213,C0491,P052,5,2022-03-03,940.13,4700.65,2022
213,O00214,C0497,P073,1,2022-03-27,131.85,131.85,2022
214,O00215,C0450,P093,3,2022-03-09,508.36,1525.08,2022
215,O00216,C0485,P011,2,2022-03-28,761.43,1522.86,2022
216,O00217,C0230,P078,4,2022-03-27,723.64,2894.56,2022
217,O00218,C0445,P062,2,2022-03-05,315.16,630.32,2022
218,O00219,C0113,P053,5,2022-03-29,629.57,3147.8500000000004,2022
219,O00220,C0074,P075,2,2022-03-18,798.31,1596.62,2022
220,O00221,C0320,P085,5,2022-03-07,185.69,928.45,2022
221,O00222,C0136,P022,3,2022-03-09,185.33,555.99,2022
222,O00223,C0473,P059,5,2022-03-24,894.42,4472.099999999999,2022
223,O00224,C0303,P009,2,2022-03-29,258.37,516.74,2022
224,O00225,C0194,P050,2,2022-03-21,626.12,1252.24,2022
225,O00226,C0056,P003,2,2022-03-03,339.92,679.84,2022
226,O00227,C0268,P065,4,2022-03-24,38.36,153.44,2022
227,O00228,C0424,P020,5,2022-03-03,732.21,3661.05,2022
228,O00229,C0050,P023,4,2022-03-29,71.16,284.64,2022
229,O00230,C0462,P079,5,2022-03-01,721.44,3607.2000000000003,2022
230,O00231,C0020,P069,5,2022-03-28,345.37,1726.85,2022
231,O00232,C0386,P016,1,2022-03-17,929.88,929.88,2022
232,O00233,C0247,P085,2,2022-03-21,185.69,371.38,2022
233,O00234,C0462,P078,5,2022-03-01,723.64,3618.2,2022
234,O00235,C0424,P001,4,2022-03-27,534.93,2139.72,2022
235,O00236,C0268,P054,3,2022-03-19,338.23,1014.69,2022
236,O00237,C0448,P006,5,2022-03-19,990.01,4950.05,2022
237,O00238,C0220,P030,4,2022-03-13,167.84,671.36,2022
238,O00239,C0405,P099,4,2022-03-25,698.17,2792.68,2022
239,O00240,C0180,P076,5,2022-03-19,154.17,770.8499999999999,2022
240,O00241,C0051,P055,2,2022-03-07,143.58,287.16,2022
241,O00242,C0131,P062,2,2022-03-30,315.16,630.32,2022
242,O00243,C0466,P011,3,2022-03-02,761.43,2284.29,2022
243,O00244,C0307,P070,4,2022-03-18,822.15,3288.6,2022
244,O00245,C0132,P025,1,2022-03-09,576.6,576.6,2022
245,O00246,C0364,P096,1,2022-03-18,872.76,872.76,2022
246,O00247,C0296,P067,1,2022-03-29,763.65,763.65,2022
247,O00248,C0267,P001,4,2022-03-18,534.93,2139.72,2022
248,O00249,C0336,P027,3,2022-03-16,144.07,432.21,2022
249,O00250,C0210,P047,1,2022-03-21,386.97,386.97,2022
250,O00251,C0080,P055,5,2022-03-25,143.58,717.9000000000001,2022
251,O00252,C0130,P034,5,2022-03-05,525.45,2627.25,2022
252,O00253,C0217,P073,3,2022-03-12,131.85,395.54999999999995,2022
253,O00254,C0314,P036,4,2022-03-13,877.81,3511.24,2022
254,O00255,C0387,P027,4,2022-03-08,144.07,576.28,2022
255,O00256,C0283,P072,4,2022-03-29,847.22,3388.88,2022
256,O00257,C0092,P048,5,2022-03-25,545.84,2729.2000000000003,2022
257,O00258,C0285,P062,3,2022-03-19,315.16,945.48,2022
258,O00259,C0158,P074,3,2022-03-24,400.3,1200.9,2022
259,O00260,C0397,P091,4,2022-03-28,157.58,630.32,2022
260,O00261,C0377,P018,1,2022-03-10,965.2,965.2,2022
261,O00262,C0383,P030,4,2022-03-05,167.84,671.36,2022
262,O00263,C0401,P090,2,2022-03-15,947.55,1895.1,2022
263,O00264,C0052,P028,5,2022-03-17,796.29,3981.45,2022
264,O00265,C0206,P044,5,2022-03-17,505.21,2526.0499999999997,2022
265,O00266,C0315,P090,1,2022-03-03,947.55,947.55,2022
266,O00267,C0083,P050,1,2022-03-13,626.12,626.12,2022
267,O00268,C0500,P021,1,2022-04-27,938.65,938.65,2022
268,O00269,C0142,P100,4,2022-04-05,922.89,3691.56,2022
269,O00270,C0181,P086,4,2022-04-16,908.91,3635.64,2022
270,O00271,C0208,P076,2,2022-04-30,154.17,308.34,2022
271,O00272,C0266,P002,1,2022-04-20,56.56,56.56,2022
272,O00273,C0471,P012,5,2022-04-14,597.66,2988.2999999999997,2022
273,O00274,C0146,P093,5,2022-04-03,508.36,2541.8,2022
274,O00275,C0469,P075,3,2022-04-03,798.31,2394.93,2022
275,O00276,C0178,P036,2,2022-04-09,877.81,1755.62,2022
276,O00277,C0311,P025,4,2022-04-08,576.6,2306.4,2022
277,O00278,C0477,P052,5,2022-04-12,940.13,4700.65,2022
278,O00279,C0003,P034,2,2022-04-03,525.45,1050.9,2022
279,O00280,C0209,P065,1,2022-04-20,38.36,38.36,2022
280,O00281,C0287,P010,5,2022-04-02,683.1,3415.5,2022
281,O00282,C0151,P044,1,2022-04-24,505.21,505.21,2022
282,O00283,C0412,P066,3,2022-04-13,572.04,1716.12,2022
283,O00284,C0449,P069,5,2022-04-30,345.37,1726.85,2022
284,O00285,C0129,P089,4,2022-04-13,464.7,1858.8,2022
285,O00286,C0495,P049,5,2022-04-20,906.94,4534.700000000001,2022
286,O00287,C0248,P099,2,2022-04-21,698.17,1396.34,2022
287,O00288,C0388,P044,4,2022-04-17,505.21,2020.84,2022
288,O00289,C0349,P059,5,2022-04-10,894.42,4472.099999999999,2022
289,O00290,C0442,P004,4,2022-04-23,138.74,554.96,2022
290,O00291,C0060,P034,1,2022-04-20,525.45,525.45,2022
291,O00292,C0196,P082,2,2022-04-02,545.01,1090.02,2022
292,O00293,C0347,P090,2,2022-04-25,947.55,1895.1,2022
293,O00294,C0410,P041,4,2022-04-27,465.37,1861.48,2022
294,O00295,C0490,P046,5,2022-04-06,900.08,4500.400000000001,2022
295,O00296,C0275,P002,3,2022-04-21,56.56,169.68,2022
296,O00297,C0128,P037,1,2022-04-16,395.48,395.48,2022
297,O00298,C0205,P087,3,2022-04-15,585.47,1756.41,2022
298,O00299,C0039,P071,2,2022-04-01,115.08,230.16,2022
299,O00300,C0244,P041,3,2022-04-07,465.37,1396.1100000000001,2022
300,O00301,C0112,P074,3,2022-04-28,400.3,1200.9,2022
301,O00302,C0094,P096,2,2022-04-22,872.76,1745.52,2022
302,O00303,C0256,P095,2,2022-04-30,23.02,46.04,2022
303,O00304,C0121,P095,2,2022-04-26,23.02,46.04,2022
304,O00305,C0447,P034,2,2022-04-17,525.45,1050.9,2022
305,O00306,C0118,P026,2,2022-04-10,842.62,1685.24,2022
306,O00307,C0429,P080,3,2022-04-07,642.94,1928.8200000000002,2022
307,O00308,C0080,P100,1,2022-04-02,922.89,922.89,2022
308,O00309,C0062,P011,4,2022-04-26,761.43,3045.72,2022
309,O00310,C0315,P001,5,2022-04-20,534.93,2674.6499999999996,2022
310,O00311,C0491,P006,4,2022-04-17,990.01,3960.04,2022
311,O00312,C0191,P080,3,2022-04-17,642.94,1928.8200000000002,2022
312,O00313,C0253,P074,3,2022-04-23,400.3,1200.9,2022
313,O00314,C0252,P024,5,2022-04-08,742.42,3712.1,2022
314,O00315,C0144,P051,2,2022-04-20,121.31,242.62,2022
315,O00316,C0385,P074,2,2022-04-06,400.3,800.6,2022
316,O00317,C0028,P068,4,2022-04-22,877.38,3509.52,2022
317,O00318,C0245,P070,1,2022-04-02,822.15,822.15,2022
318,O00319,C0258,P045,4,2022-04-12,236.05,944.2,2022
319,O00320,C0441,P088,2,2022-04-08,403.85,807.7,2022
320,O00321,C0235,P016,5,2022-04-21,929.88,4649.4,2022
321,O00322,C0236,P041,1,2022-04-01,465.37,465.37,2022
322,O00323,C0075,P095,2,2022-05-22,23.02,46.04,2022
323,O00324,C0243,P002,2,2022-05-07,56.56,113.12,2022
324,O00325,C0216,P064,2,2022-05-13,745.23,1490.46,2022
325,O00326,C0458,P081,5,2022-05-19,695.48,3477.4,2022
326,O00327,C0274,P093,3,2022-05-04,508.36,1525.08,2022
327,O00328,C0403,P063,3,2022-05-11,252.25,756.75,2022
328,O00329,C0129,P072,5,2022-05-12,847.22,4236.1,2022
329,O00330,C0025,P051,1,2022-05-20,121.31,121.31,2022
330,O00331,C0354,P021,1,2022-05-28,938.65,938.65,2022
331,O00332,C0111,P033,4,2022-05-09,666.87,2667.48,2022
332,O00333,C0430,P081,1,2022-05-06,695.48,695.48,2022
333,O00334,C0231,P096,3,2022-05-18,872.76,2618.2799999999997,2022
334,O00335,C0134,P047,3,2022-05-09,386.97,1160.91,2022
335,O00336,C0287,P072,3,2022-05-08,847.22,2541.66,2022
336,O00337,C0177,P003,4,2022-05-09,339.92,1359.68,2022
337,O00338,C0063,P045,5,2022-05-16,236.05,1180.25,2022
338,O00339,C0102,P074,5,2022-05-31,400.3,2001.5,2022
339,O00340,C0333,P084,5,2022-05-20,348.97,1744.8500000000001,2022
340,O00341,C0090,P100,3,2022-05-11,922.89,2768.67,2022
341,O00342,C0182,P042,5,2022-05-12,304.87,1524.35,2022
342,O00343,C0250,P100,4,2022-05-06,922.89,3691.56,2022
343,O00344,C0456,P011,4,2022-05-16,761.43,3045.72,2022
344,O00345,C0315,P037,4,2022-05-14,395.48,1581.92,2022
345,O00346,C0324,P019,2,2022-05-07,128.68,257.36,2022
346,O00347,C0328,P044,4,2022-05-14,505.21,2020.84,2022
347,O00348,C0324,P079,5,2022-05-23,721.44,3607.2000000000003,2022
348,O00349,C0208,P010,1,2022-05-25,683.1,683.1,2022
349,O00350,C0083,P044,2,2022-05-12,505.21,1010.42,2022
350,O00351,C0161,P041,3,2022-05-12,465.37,1396.1100000000001,2022
351,O00352,C0364,P035,5,2022-05-28,362.04,1810.2,2022
352,O00353,C0331,P051,3,2022-05-13,121.31,363.93,2022
353,O00354,C0455,P057,3,2022-05-09,621.97,1865.91,2022
354,O00355,C0383,P076,5,2022-05-15,154.17,770.8499999999999,2022
355,O00356,C0495,P058,4,2022-05-06,535.79,2143.16,2022
356,O00357,C0086,P024,1,2022-05-19,742.42,742.42,2022
357,O00358,C0065,P094,2,2022-05-05,613.4,1226.8,2022
358,O00359,C0339,P033,1,2022-05-19,666.87,666.87,2022
359,O00360,C0108,P022,4,2022-05-22,185.33,741.32,2022
360,O00361,C0053,P013,1,2022-05-08,474.22,474.22,2022
361,O00362,C0480,P061,5,2022-05-27,155.92,779.5999999999999,2022
362,O00363,C0028,P004,4,2022-05-04,138.74,554.96,2022
363,O00364,C0269,P098,1,2022-05-24,567.31,567.31,2022
364,O00365,C0054,P034,5,2022-05-09,525.45,2627.25,2022
365,O00366,C0080,P011,4,2022-05-26,761.43,3045.72,2022
366,O00367,C0159,P030,2,2022-05-08,167.84,335.68,2022
367,O00368,C0378,P037,4,2022-05-18,395.48,1581.92,2022
368,O00369,C0321,P017,2,2022-05-14,831.47,1662.94,2022
369,O00370,C0270,P022,1,2022-05-28,185.33,185.33,2022
370,O00371,C0018,P085,3,2022-05-13,185.69,557.0699999999999,2022
371,O00372,C0441,P042,4,2022-05-07,304.87,1219.48,2022
372,O00373,C0425,P049,2,2022-06-28,906.94,1813.88,2022
373,O00374,C0135,P011,4,2022-06-18,761.43,3045.72,2022
374,O00375,C0321,P031,5,2022-06-30,168.44,842.2,2022
375,O00376,C0392,P079,3,2022-06-09,721.44,2164.32,2022
376,O00377,C0146,P084,5,2022-06-18,348.97,1744.8500000000001,2022
377,O00378,C0415,P035,4,2022-06-15,362.04,1448.16,2022
378,O00379,C0097,P009,2,2022-06-05,258.37,516.74,2022
379,O00380,C0070,P038,1,2022-06-23,817.52,817.52,2022
380,O00381,C0327,P059,5,2022-06-18,894.42,4472.099999999999,2022
381,O00382,C0232,P035,5,2022-06-06,362.04,1810.2,2022
382,O00383,C0252,P025,3,2022-06-19,576.6,1729.8000000000002,2022
383,O00384,C0010,P020,1,2022-06-20,732.21,732.21,2022
384,O00385,C0497,P069,1,2022-06-15,345.37,345.37,2022
385,O00386,C0096,P014,3,2022-06-21,414.78,1244.34,2022
386,O00387,C0138,P017,4,2022-06-24,831.47,3325.88,2022
387,O00388,C0373,P002,2,2022-06-21,56.56,113.12,2022
388,O00389,C0047,P020,1,2022-06-29,732.21,732.21,2022
389,O00390,C0253,P028,3,2022-06-19,796.29,2388.87,2022
390,O00391,C0216,P040,4,2022-06-14,380.06,1520.24,2022
391,O00392,C0191,P060,1,2022-06-17,789.65,789.65,2022
392,O00393,C0170,P011,2,2022-06-21,761.43,1522.86,2022
393,O00394,C0029,P035,4,2022-06-21,362.04,1448.16,2022
394,O00395,C0037,P070,4,2022-06-18,822.15,3288.6,2022
395,O00396,C0093,P025,3,2022-06-10,576.6,1729.8000000000002,2022
396,O00397,C0419,P049,1,2022-06-30,906.94,906.94,2022
397,O00398,C0063,P099,2,2022-06-12,698.17,1396.34,2022
398,O00399,C0198,P099,4,2022-06-16,698.17,2792.68,2022
399,O00400,C0127,P095,1,2022-06-18,23.02,23.02,2022
400,O00401,C0102,P059,1,2022-06-08,894.42,894.42,2022
401,O00402,C0267,P086,2,2022-06-26,908.91,1817.82,2022
402,O00403,C0243,P050,3,2022-06-03,626.12,1878.3600000000001,2022
403,O00404,C0480,P042,2,2022-06-15,304.87,609.74,2022
404,O00405,C0323,P094,1,2022-06-10,613.4,613.4,2022
405,O00406,C0382,P071,5,2022-06-12,115.08,575.4,2022
406,O00407,C0063,P033,4,2022-06-14,666.87,2667.48,2022
407,O00408,C0327,P039,2,2022-06-09,441.94,883.88,2022
